"resultNumber","lemma","senseNumber","snippet"
"451","conflictmineraal","1.0","mineraal gewonnen in conflictgebied"
"452","consomm\u00E9","1.0",""
"453","consomm\u00E9 double","1.0","nogmaals getrokken geklaarde bouillon"
"454","consumptie-ijs","1.0","ijs om te eten"
"455","consumptiemelk","1.0",""
"456","cornedbeef","0.0",""
"457","corpus vitreum","1.0","dun vlies binnen in het oog"
"458","courgette","1.1","<i>courgette</i> als stof"
"459","couscous","1.0","soort griesmeel"
"460","couverturechocolade","1.0","makkelijk smeltbare chocolade"
"461","crank","2.0","drug"
"462","creosoot","1.0","bederfwerende vloeistof"
"463","creosoot","2.0","teerafzetting"
"464","cr\u00EApepapier","0.0",""
"465","crystal meth","1.0","kristalvormige methamfetamine"
"466","cuba libre","1.0","cocktail van rum"
"467","cyanide","1.0","giftige chemische verbinding"
"468","cyclamaat","1.0","kunstmatige zoetstof"
"469","dadelhoning","0.0",""
"470","dadelwijn","1.0",""
"471","daiquiri","1.0","cocktail van witte rum"
"472","dal","C.1.0","Indiaas gerecht"
"473","damp","1.0",""
"474","darmgas","0.0",""
"475","darmsap","0.0",""
"476","daterapedrug","1.0","drug toegediend om te verkrachten"
"477","dauw","1.0",""
"478","deeg","1.0","bakdeeg"
"479","deeg","2.0","pastadeeg"
"480","deeg","3.0","visaas"
"481","delfstof","1.0",""
"482","dennenhout","1.0",""
"483","derrie","1.0","vuil"
"484","derrie","1.1","iets vies"
"485","designdrug","1.0","designerdrug"
"486","designerdrug","1.0","chemische drug"
"487","desinfectans","1.0","ontsmettingsmiddel"
"488","dessertwijn","1.0","zoete wijn bij het dessert"
"489","deuterium","1.0","isotoop van waterstof"
"490","Deventer koek","1.0","lange, smalle kruidkoek uit Deventer"
"491","diamant","1.0",""
"492","dieetvoeding","1.0",""
"493","dieptewater","0.0",""
"494","dierenmeel","0.0",""
"495","dierenvoeding","",""
"496","diermeel","",""
"497","diervoeding","",""
"498","dieselolie","1.0",""
"499","digestief","",""
"500","dikmaker","1.0","dikmakend voedsel"
"501","dikmaker","2.0","stof die iets dikker maakt"
"502","dispersie","2.1","substantie gevormd door dispersie"
"503","diureticum","1.0","waterafdrijvend middel"
"504","diwaterstof","1.0","waterstof in de vorm van gas"
"505","djatihout","0.0",""
"506","djus","1.0","sap"
"507","doek","1.0","geweven stof"
"508","dolomiet","1.0","soort kalksteen"
"509","d\u00F6ner kebab","0.0",""
"510","donorpoep","1.0","poep van een gezonde donor"
"511","dons","1.0",""
"512","dooiwater","0.0",""
"513","doopwater","0.0",""
"514","doordrinkbier","1.0","bier om van door te drinken"
"515","doordrinkwijn","1.0","wijn om te blijven drinken"
"516","doorslagpapier","0.0",""
"517","doping","1.0",""
"518","dorade","1.1","vis als voedsel"
"519","douchewater","0.0",""
"520","draadjesvlees","0.0",""
"521","drainwater","0.0",""
"522","dram/DRAM","",""
"523","drangwater","0.0",""
"524","drank","1.0","vloeistof om te drinken"
"525","drijfgas","1.0",""
"526","drijfhout","1.0",""
"527","drijfijs","0.0",""
"528","drijfmest","1.0",""
"529","drink","1.0",""
"530","drinkwater","1.0",""
"531","drop","1.0","zwart snoepgoed"
"532","dropwater","0.0",""
"533","drug","1.0",""
"534","druivenmost","1.0","most van druiven"
"535","druivensap","1.0",""
"536","druivensuiker","1.0",""
"537","drukinkt","1.0","inkt om mee te drukken; soort inkt om mee te drukken"
"538","duif","2.1","duivenvlees"
"539","duinwater","0.0",""
"540","dundoek","1.0",""
"541","dundrukpapier","0.0",""
"542","dynamiet","1.0","explosieve stof"
"543","earl grey","1.0","thee met bergamotolie"
"544","ECB/ecb","B.1.0","ethyleencopolymeerbitumen"
"545","Edammer/edammer","2.0","Edammer kaas"
"546","Edammer kaas","1.0","kaas uit Edam"
"547","edelgas","1.0",""
"548","eend","1.3","vlees van een eend"
"549","eendenborst","1.0",""
"550","e-fuel","1.0","synthetische brandstof voor brandstofmotoren"
"551","ei","A.2.1","ei als stof"
"552","eierplant","1.1","<i>aubergine</i> als stof"
"553","eierpoeder","",""
"554","eierschaal","1.0",""
"555","eigeel","1.0","eierdooier"
"556","eikenhout","1.0",""
"557","eikenpollen","1.0","stuifmeel van de eik"
"558","eikenstuifmeel","1.0","stuifmeel van de eik"
"559","eimengsel","0.0",""
"560","eipoeder","",""
"561","eischaal","1.0",""
"562","eiwit","1.0","wit van een ei"
"563","eiwit","2.1","eiwitstof"
"564","elastiek","1.0",""
"565","elastomeer","1.0","polymere stof"
"566","Elfstedenijs","1.0","ijs op de Elfstedentochtroute"
"567","elixer","1.0","ingedikt extract"
"568","elixer","1.1","mengeling"
"569","elixer","1.2","wondermiddel"
"570","elixer","2.0","likeur"
"571","elzenhout","0.0",""
"572","elzenpollen","1.0","stuifmeel van de els"
"573","elzenstuifmeel","1.0","stuifmeel van de els"
"574","energiedrank","1.0","drank die energie levert"
"575","engelsebol","1.1","<i>engelsebol</i> als stofnaam of verzamelnaam"
"576","Engelse drop","1.0","kleurige en veelvormige mix van drop"
"577","entrecote","1.0","rundvlees uit het tussenribstuk"
"578","EPO/epo","1.0","erytropo\u00EBtine"
"579","ersatz","1.0","vervangingsmiddel"
"580","ersatz","2.0","inpakpapier"
"581","erts","1.0",""
"582","erwtensoep","1.0",""
"583","ESMA/esma","2.0","espresso-martini"
"584","espresso","1.0","espressokoffie"
"585","espressokoffie","1.0","zwarte koffie met een intense smaak"
"586","espresso-martini","1.0","cocktail van espresso, koffielikeur en wodka"
"587","essenhout","1.0",""
"588","eten","B.1.0","dat wat iemand eet"
"589","etheen","1.0","kleurloos gas"
"590","ether","1.0",""
"591","etsinkt","1.0","inkt voor etsen"
"592","etspapier","1.0","papier voor etsen"
"593","etsvloeistof","1.0","vloeistof waamee men etst"
"594","etszuur","1.0","zuur waarmee men etst"
"595","evenementenbier","1.0","bier met weinig alcohol"
"596","everzwijn","1.1","vlees van everzwijnen"
"597","excretie","1.1","afgescheiden stof"
"598","exportbier","0.0",""
"599","eyeliner","1.0","cosmeticaproduct"
"600","ezelinnenmelk","1.0",""
"601","faience","1.0","aardewerk"
"602","faro","1.0","zoet Brussels bier"
"603","fazant","1.1","fazantenvlees als gerecht"
"604","fenol","1.0","kristalvormige stof uit steenkoolteer"
"605","fenol","1.1","fenolachtige verbinding"
"606","fenoloplossing","0.0",""
"607","ferment","1.0",""
"608","fiber","1.0","kunststof uit vezels"
"609","fiber","2.0","glasvezel"
"610","fijnpapier","0.0",""
"611","filterkoffie","1.0","gefilterde koffie"
"612","filterkoffie","1.3","poeder van koffiebonen"
"613","filtreerpapier","0.0",""
"614","fineerplaat","0.0",""
"615","fipronil","1.0","insecticide en pesticide"
"616","fixatief","1.0",""
"617","fixeer","1.0","fixeerzout"
"618","fixeerzout","1.0","zout om foto's te fixeren"
"619","flakka","1.0","aan cathinon verwante designerdrug"
"620","flat white","1.0","dubbele espresso met gestoomde melk"
"621","flessenbier","1.0","bier in flesjes"
"622","flessengas","0.0",""
"623","flessenmelk","0.0",""
"624","flesvoeding","1.0",""
"625","flitspoeder","1.0","voor foto's gebruikt flitslichtpoeder"
"626","flitspoeder","2.0","licht ontvlambaar, snel brandend poeder"
"627","floret","2.0","zijde uit harde deel cocon"
"628","floretzijde","1.0","zijde uit harde deel cocon"
"629","flu\u00EFde","2.0","vloeibaar cosmeticaproduct"
"630","fluisterasfalt","1.0","geluiddempend asfalt"
"631","fluitjesbier","1.0","slap bier"
"632","fluitjesmelk","0.0",""
"633","fluweel","1.0",""
"634","foelie","1.0","specerij"
"635","foelie","2.0","folie"
"636","folie","A.1.0","materiaal voor verpakking en isolatie"
"637","fond","7.0","sterk geconcentreerde bouillon"
"638","fondant","1.0","suikergoed"
"639","fondant","1.1","stuk suikergoed"
"640","fondant","2.0","pure chocolade"
"641","fondantijs","1.0","bros ijs"
"642","fond de teint","1.0","basislaag van make-up"
"643","fondue","1.1","als stofnaam"
"644","forel","1.1","forel als voedsel"
"645","formaldehyde","1.0","kleurloos gas"
"646","formaldehyde","1.1","stof met formaldehyde"
"647","formaline","1.0","oplossing van formaldehyde"
"648","formol","1.0","ontsmettingsmiddel"
"649","fotopapier","1.0",""
"650","foulard","1.0","weefsel van zijde e.d."
"651","framboos/Framboos","3.0","frambozenbier"
"652","frambozenbier","0.0",""
"653","Franse kaas","1.0","volgens een Franse methode geproduceerde kaas"
"654","frappuccino","1.0","met ijs gekoelde cappuccino"
